"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FBXO32",2.18448046733588,8.55299581881533,13.7860487230893,1.51385080430072e-37,3.48033113239572e-36,74.3810863080144
"ARHGAP24",-1.58963296692448,8.19781898954703,-13.7819589374826,1.57966817794751e-37,3.62758251602488e-36,74.3388137717816
"ZNF536",-2.1198536185618,1.13268989547038,-13.7783293924313,1.64046306958874e-37,3.75878424315367e-36,74.3013035978219
"ADRA1D",-2.46966903077178,2.91354128919861,-13.7685468025578,1.81618388558372e-37,4.15677315173176e-36,74.2002283411214
"PLA2G4F",-3.42138076682577,7.20383832752613,-13.7536782691893,2.11982284345029e-37,4.8355514417816e-36,74.0466732572534
"CYP27B1",2.26328340957711,6.53933101045296,13.7529787809152,2.13529197392385e-37,4.86543221139364e-36,74.0394513284965
"C6orf129",1.47502610498602,8.10702717770034,13.7452941728242,2.31282446652888e-37,5.2641115629532e-36,73.9601230573135
"SYNPO2",-2.17853489221657,8.2072555749129,-13.7380968584996,2.49241258193182e-37,5.6665814293533e-36,73.8858453326357
"ENO1",1.17989899621525,15.1022066202091,13.7370247671557,2.52032725307451e-37,5.7237077992942e-36,73.8747828093447
"NAT9",1.04130948823434,9.374125087108,13.7363852014375,2.53712814417541e-37,5.75549622098576e-36,73.8681835685316
"CYBRD1",-2.14132712851738,11.3179574912892,-13.7326011387202,2.63884108229593e-37,5.97962554299508e-36,73.8291415787625
"MCM2",1.80619219680765,9.70834337979095,13.7289280162803,2.74145654859651e-37,6.20530352179564e-36,73.7912493906704
"MRM1",1.27519651801877,7.16224773519164,13.7252274136458,2.84886082065798e-37,6.4413119656507e-36,73.7530788757255
"VEPH1",-3.65667460260001,6.8821094076655,-13.7194556715246,3.02480633713384e-37,6.83160331148051e-36,73.6935555757684
"EPHA10",3.32090791838081,6.85300261324041,13.7055391601539,3.49485024391342e-37,7.88453577005961e-36,73.550088135717
"C6orf105",-2.82750834951459,5.77262404181185,-13.7022670935431,3.61554168502926e-37,8.14786726604289e-36,73.5163665689594
"TLCD1",1.67055059075203,8.43094233449478,13.6976977541772,3.79106393035333e-37,8.53405071163969e-36,73.469282251599
"SLC1A1",-2.81354894849435,8.2134418118467,-13.6867297311821,4.24780922838411e-37,9.55175503381444e-36,73.3562957004736
"SRL",-2.09181408918877,3.71431341463415,-13.6782608121267,4.6376565750814e-37,1.04055835504285e-35,73.2690848644125
"CENPK",2.15892529866712,6.26809790940766,13.6745690153278,4.81857049609155e-37,1.07997000310873e-35,73.2310762041812
"UBL3",-1.21664516373212,10.5235632404181,-13.6738944121354,4.852380920917e-37,1.08636183540268e-35,73.2241314311097
"CASC5",2.47623940102026,6.288806271777,13.6701488967416,5.04444802328168e-37,1.12813200346376e-35,73.1855759879151
"GPER",-2.46728074707917,5.70825696864112,-13.661212091713,5.53387567200118e-37,1.23624012563857e-35,73.0936042690732
"SLC39A11",1.29933831495805,10.0604283972126,13.6590943080455,5.65662688112956e-37,1.26228858553902e-35,73.0718139022317
"DUOX1",-3.68959532664147,8.92087421602787,-13.6555604603975,5.8675263975137e-37,1.30792960847944e-35,73.0354571406652
"TRIP13",2.55645786407769,8.01878606271777,13.6331075030574,7.40312240169645e-37,1.6466533359353e-35,72.8045693282403
"IL33",-2.79077305907523,8.62206306620209,-13.6303741867585,7.61552133329234e-37,1.69206334385814e-35,72.7764753315583
"KIAA0427",-1.24149698864573,9.18365400696864,-13.6193516108563,8.53546870358987e-37,1.89236687348488e-35,72.6632104748115
"GPBAR1",-2.0516066973836,4.25091341463415,-13.5954095637822,1.09329412878138e-36,2.41867763619415e-35,72.4173497394013
"C6orf174",-2.94052761230873,6.50554547038327,-13.5936443703717,1.11342176271823e-36,2.46055422912866e-35,72.3992317181338
"SCAI",-1.32745415171961,8.07766097560975,-13.5832953698568,1.23907778451955e-36,2.73529751786949e-35,72.2930333162727
"BMP8A",2.38968754648677,7.47240679442509,13.5704356770462,1.41507301159775e-36,3.12045638325475e-35,72.16112857278
"PTH1R",-2.46305845318416,5.09705034843205,-13.5692762576068,1.43211503655109e-36,3.15464825111522e-35,72.149239291432
"KLF17",-1.90087494158303,1.92315522648084,-13.565233516548,1.49315390045144e-36,3.28557873271899e-35,72.1077870221419
"PLEKHA8",1.28150212275795,6.7250543554007,13.5550395631309,1.65882169487242e-36,3.64621085607395e-35,72.0032913682052
"DUS1L",1.12256836267896,10.8052078397213,13.5401898677442,1.93345270366918e-36,4.24532449265543e-35,71.8511429985646
"HSPE1",1.23609099226593,10.7739651567944,13.5387579262877,1.9622186571832e-36,4.30388344358665e-35,71.8364760088684
"DOK2",-2.08147427019913,8.29921585365855,-13.5386526481216,1.96435031822126e-36,4.30396072925107e-35,71.8353977044893
"C1QTNF2",-2.06616204377162,4.59429146341464,-13.5367694760822,2.00287273390487e-36,4.38368627154233e-35,71.8161101721646
"MUSK",-2.26208055948661,1.65990243902439,-13.532273629311,2.0979112163469e-36,4.58680695118231e-35,71.7700690842507
"ZFYVE9",-1.43971875267403,8.62950017421603,-13.5198107294711,2.38551437928587e-36,5.21006491561053e-35,71.6424800929052
"BYSL",1.2313333519829,8.8638287456446,13.5163636733206,2.47177828941955e-36,5.39273201719271e-35,71.6072015231867
"SYNJ2",1.5186741681751,8.54341080139373,13.5143905252175,2.52254859873638e-36,5.4976563409828e-35,71.5870096107772
"METTL1",1.3246196050683,8.68030261324042,13.5056376667848,2.76058778340715e-36,6.00618656766171e-35,71.4974568740062
"ZEB2",-1.68785099226593,9.55841010452962,-13.5055973620661,2.76173410612404e-36,6.00618656766171e-35,71.4970445752788
"RAD54B",1.75858795787397,6.41864581881533,13.4990867818491,2.95326968475619e-36,6.41593932571901e-35,71.430452665699
"SLC25A25",-1.32035738686853,9.24375540069686,-13.4946624843564,3.09092547054231e-36,6.70789639643061e-35,71.3852092534419
"SNRPE",1.07673877571171,9.67749912891985,13.480396727226,3.57983065613986e-36,7.75252356229444e-35,71.2393780274636
"RPH3A",-2.18966096100051,1.82335278745645,-13.4773823560365,3.6926114347734e-36,7.98833643370896e-35,71.2085739205023
"KCNIP1",-2.16736625308542,2.23333554006969,-13.4714261880267,3.92597049950067e-36,8.48422887944724e-35,71.1477178260635
"FAM125B",-1.63782637156493,8.89481655052263,-13.4680203207668,4.06595419364571e-36,8.76828147012043e-35,71.1129252345138
"CXorf36",-1.66737955899294,8.04420783972125,-13.4673199401091,4.09535105710176e-36,8.82240894043012e-35,71.1057710697313
"ZEB1",-1.52778420602272,8.80497996515679,-13.4662993456954,4.13856767448543e-36,8.90616293052263e-35,71.0953463685047
"MRC1",-2.96879598486097,10.2209132404181,-13.4602006775167,4.40644883374885e-36,9.47271147192293e-35,71.0330610081102
"XDH",3.54830913937802,7.26061289198606,13.4543474163232,4.6797798924732e-36,1.00497783674137e-34,70.9732957235196
"IL1RL2",2.41220777357251,4.42712578397213,13.453792665398,4.70654557259593e-36,1.00966959880245e-34,70.967632085009
"BTNL8",-2.81198512094786,2.3496618466899,-13.4534320117457,4.72402818161908e-36,1.0123621980025e-34,70.963950115683
"BMX",-2.92082784926776,3.46866271777004,-13.4520889689627,4.78970288292756e-36,1.02536600820128e-34,70.9502392327779
"FGFR4",-3.22137986835613,7.65179181184669,-13.4507938702934,4.85389446921492e-36,1.0380255568019e-34,70.9370184749344
"MAP3K3",-1.09656909330262,9.68225801393729,-13.4503418826915,4.87649841964417e-36,1.04177432419662e-34,70.9324046045489
"SRPX",-2.25446529208493,7.13924512195122,-13.44967261628,4.91016126410653e-36,1.04678723522437e-34,70.9255729089119
"CXCR1",-2.93262025670564,3.78247055749129,-13.448678629823,4.96058464800062e-36,1.05643986331383e-34,70.9154268817733
"PLSCR4",-1.61122295211454,8.8193142857143,-13.4461864138775,5.08929078222215e-36,1.08272683688104e-34,70.8899895225373
"FRY",-1.83464292907686,9.08932857142858,-13.4401895658964,5.41278577652276e-36,1.15035705995872e-34,70.8287913786119
"FIBIN",-2.49933133124899,7.32466010452962,-13.4282961102681,6.11621299503585e-36,1.29582923413917e-34,70.7074599929139
"CYP17A1",-2.71399208491034,1.90833327526133,-13.4220489846377,6.52144861587258e-36,1.38005833598723e-34,70.6437521492965
"RDM1",2.6037696922824,2.94842804878049,13.4219629522457,6.52721210055332e-36,1.38005833598723e-34,70.642874903314
"STRA6",4.17936514398556,6.3977381533101,13.421031101007,6.58996480820392e-36,1.39189277276159e-34,70.6333732887159
"AQP11",1.58492046075368,4.45030034843206,13.4103774762459,7.35156721337084e-36,1.54956545062118e-34,70.5247680797237
"CBX3",1.00646655257529,11.8477940766551,13.410238271232,7.36207808483374e-36,1.55018936493986e-34,70.5233492927942
"PC",1.65778138555209,9.23883310104528,13.3948628372663,8.62013378781358e-36,1.81137509379542e-34,70.3666890711431
"ZNF365",-2.29802823761726,5.0490463414634,-13.3925739705224,8.82490118496223e-36,1.8525073755345e-34,70.3433758329379
"PTPN1",-1.00042044758928,10.8029458188153,-13.3915734405217,8.9159263026591e-36,1.86970344222259e-34,70.3331855936486
"FIGNL1",1.40020738851408,8.17172770034843,13.3814799964473,9.88816549710062e-36,2.07146977199465e-34,70.2304076955112
"KDM5B",1.01866165213099,11.0922966898955,13.3784722078484,1.01978116262641e-35,2.1341597623568e-34,70.1997882972281
"PKP3",1.46791041303276,10.422837804878,13.3569274308254,1.271696003856e-35,2.65594292565245e-34,69.9805669218767
"SVEP1",-2.65338807635349,8.41709947735191,-13.3476632091205,1.398252319564e-35,2.91728863014724e-34,69.8863589369394
"S1PR4",-1.89826350172784,6.89209146341464,-13.3446187429943,1.44252209048935e-35,3.00659680383212e-34,69.8554072024878
"TPPP3",-2.96147739674184,9.20387787456446,-13.3434774113885,1.45947574992234e-35,3.03884758072066e-34,69.843804745243
"PPIF",1.09625528714827,10.1767722996516,13.343263140781,1.4626806462651e-35,3.04243502206916e-34,69.8416265883178
"ZC3H8",1.08920835280567,6.66143275261324,13.341372696677,1.49126200080121e-35,3.09874583769726e-34,69.8224101701631
"AQP10",-1.90716551587956,1.20061463414634,-13.3370227541093,1.5591588586335e-35,3.23655524446368e-34,69.778198304869
"BCL2L2",-1.01072944215897,9.8349506968641,-13.3314328714939,1.65094956091302e-35,3.42363580662064e-34,69.7213950698439
"PGM2L1",1.66011686687512,9.39072682926828,13.3311061918962,1.65647741917435e-35,3.43163283709883e-34,69.7180758057585
"C8B",-4.49964932367948,3.5450768292683,-13.3302519774986,1.67101917499635e-35,3.45631515307283e-34,69.7093966680121
"FAM13C",-2.20522219187101,6.22536393728223,-13.3302087247374,1.67175886361487e-35,3.45631515307283e-34,69.708957211551
"PRICKLE2",-1.62250984696398,8.61114686411151,-13.323454735946,1.7913571816514e-35,3.69613697882444e-34,69.6403445631107
"GPR17",-2.41340635181835,2.83314459930313,-13.3139809289725,1.97361255986585e-35,4.06809898132991e-34,69.5441325350055
"ENTPD8",3.7275118808623,4.94036533101045,13.3006963792023,2.26069354983247e-35,4.65050486754114e-34,69.4092808480886
"LIMCH1",-1.88245083758435,11.4384364111498,-13.2999573482145,2.27783309243436e-35,4.68107241117892e-34,69.4017810136202
"RALGPS2",1.63786611485932,8.69807334494774,13.2910503692705,2.49487201613282e-35,5.12197224912067e-34,69.3114084811397
"P2RY1",-1.98400031594538,5.21601986062717,-13.290367506885,2.51233781141617e-35,5.1526768499874e-34,69.3044812984138
"S100A3",-2.34609086720423,4.62172055749129,-13.2870366208949,2.59929483840529e-35,5.32570090144318e-34,69.2706943759959
"EXD1",-1.87093722560475,1.36295470383275,-13.286461991309,2.61459664976556e-35,5.35171178660888e-34,69.2648660587096
"POC1A",1.53782906697385,7.25689512195122,13.2836203200832,2.69159680703394e-35,5.50383291318793e-34,69.2360456871583
"ANXA8L2",-4.26526067467504,5.52147665505226,-13.2794161382967,2.80967880097153e-35,5.73957271482044e-34,69.193412632597
"PID1",-2.39892504196151,7.96751707317072,-13.2766304896423,2.89074701450656e-35,5.89930777413714e-34,69.1651683226857
"MEFV",-2.08287794306403,4.33806324041811,-13.2724332356511,3.0173170814416e-35,6.15149152750705e-34,69.122617342845
"ZNF366",-2.19921842356428,4.6499031358885,-13.266111429038,3.21844759820413e-35,6.55503265785027e-34,69.0585414610624
"MGC12982",1.50281276287643,6.20834076655052,13.2626683392043,3.33355209542076e-35,6.78273781159447e-34,69.0236501525186
"OIP5",2.3635032943887,5.35460209059234,13.2595642964005,3.4408324814288e-35,6.99408820234982e-34,68.9921987570989
"TLR4",-1.91747627447755,8.64531114982577,-13.2594252999175,3.44571604508161e-35,6.99708708264347e-34,68.9907904805784
"SLC11A1",-2.11068523942737,8.96754808362369,-13.2558382395229,3.57416174306145e-35,7.25074511709995e-34,68.9544500114035
"NEK7",-1.0189815040316,10.6457773519164,-13.2463815165778,3.93611172361462e-35,7.96926762187458e-34,68.8586690052165
"ZBED2",-2.72863526740169,6.12702404181185,-13.2393082970421,4.23049866484293e-35,8.54843873909698e-34,68.7870526278191
"OLFML1",-1.81474445943724,7.54995121951219,-13.2348717213718,4.42623776562138e-35,8.93516827219341e-34,68.7421426285035
"RFC4",1.61160931709727,8.09277473867595,13.2296908057953,4.66626265845478e-35,9.40121416860419e-34,68.6897080256957
"PVRL4",2.1662072272503,9.93430592334495,13.2240146610927,4.94413692483261e-35,9.95128735949151e-34,68.6322738535942
"GIMAP4",-1.67515527398388,9.2870567944251,-13.2183579696307,5.23745266334536e-35,1.05107432237029e-33,68.575049539354
"TMEM132C",-3.14218472601615,2.36976533101045,-13.2167353935098,5.32474266420322e-35,1.06754850484465e-33,68.5586376086469
"CCDC50",-1.14607893697549,10.0785015679442,-13.2145949640097,5.44211221361798e-35,1.09001525605441e-33,68.5369893647401
"FAM167B",-1.48581808787232,6.34387317073171,-13.2139260873242,5.47931560780398e-35,1.09639716791633e-33,68.5302247468192
"RBM28",1.06153907191049,8.6672837979094,13.2135757627962,5.49890188695712e-35,1.09924494390681e-33,68.5266818471188
"PTPRM",-1.69289263781472,9.83040871080138,-13.2122127299659,5.57577344325685e-35,1.11352751741307e-33,68.512897707524
"TBX4",-2.65139626131317,7.30525435540069,-13.2111993598834,5.63361782653593e-35,1.12398614167913e-33,68.5026501429487
"COL1A1",2.8219993450716,14.9242433797909,13.2103092416218,5.68491975191613e-35,1.13312041268775e-33,68.4936492900597
"CDH13",-2.17971223959192,7.29497212543554,-13.2079408971927,5.8236967777705e-35,1.1585319268181e-33,68.4697022227307
"IHH",-3.7167996346882,3.1906712543554,-13.2070570143257,5.876349653494e-35,1.16787471816294e-33,68.460765593161
"DTL",1.98805300641765,7.85422473867596,13.2000674744099,6.30976648897016e-35,1.25279986478295e-33,68.3901080133986
"TDRKH",1.33115110416325,9.05932038327527,13.199842998149,6.32420169914925e-35,1.25445276215975e-33,68.3878391024537
"C20orf151",2.27368799736714,6.0592763066202,13.1981468049192,6.43434608565148e-35,1.27506877546742e-33,68.3706953637957
"LYPD1",3.11091066315619,6.88724128919861,13.1975480390178,6.47368229254419e-35,1.28162678366376e-33,68.3646438061667
"MMP1",4.65514518676983,8.58427160278745,13.1949108284305,6.64980567979737e-35,1.31522649909672e-33,68.3379920043166
"CNKSR2",-2.68981601118976,2.90296672473868,-13.1927475545365,6.79783500977472e-35,1.34321032483807e-33,68.3161319515018
"CENPM",1.97275889090013,6.88476707317074,13.1842073525097,7.41498505914717e-35,1.45953636878515e-33,68.2298511892362
"CDK1",2.17510803027812,8.84574268292683,13.18384993629,7.44199621824573e-35,1.46345002261097e-33,68.2262408999758
"KRT4",-4.72906225440189,5.25059721254355,-13.1827655853743,7.52454550830537e-35,1.47826717019626e-33,68.2152881056446
"PCDH17",-1.83698740496957,8.44048101045297,-13.1773178252732,7.95327845436938e-35,1.56100197579544e-33,68.160268727783
"PDK1",1.51642453842358,8.9102449477352,13.1706985665298,8.50707533572864e-35,1.66659941059781e-33,68.0934341865183
"GBP7",-1.60603520157974,0.931362020905923,-13.1706932950813,8.5075313312543e-35,1.66659941059781e-33,68.0933809679364
"PLAC2",-3.25770699358239,4.94356306620209,-13.1698188232793,8.58351367136417e-35,1.67988117896193e-33,68.0845527834997
"P2RY6",2.62768951127203,7.70101463414634,13.156949845698,9.78311524462647e-35,1.91283196163982e-33,67.9546709016064
"ARHGEF6",-1.66952103011355,8.93402038327527,-13.1558489825304,9.89317621966017e-35,1.93251101607634e-33,67.9435634431455
"CCDC69",-1.75565134112228,9.81335505226482,-13.1553353907032,9.94494464551037e-35,1.9407767449841e-33,67.9383815886479
"LMO7",-1.59988277110418,12.2441634146342,-13.1474836204947,1.07708172125621e-34,2.09995135207883e-33,67.8591750866992
"GATA6",-2.30207135099558,7.94985609756097,-13.1460303738399,1.09310021476185e-34,2.12916009573631e-33,67.8445179081089
"ZYG11A",3.85423541550111,4.28063954703833,13.1345260106194,1.22857284631339e-34,2.39076782320512e-33,67.7285176317382
"ALOX5",-2.09614282376174,9.81991097560975,-13.1340901163002,1.23402227897354e-34,2.39909823743625e-33,67.724123511401
"ANKRD29",-3.10314721408592,7.12178519163763,-13.1314594967871,1.2674244411232e-34,2.46170518223834e-33,67.697606681309
"TNFSF12",-1.24613930886952,9.28193292682927,-13.1254520914794,1.3471181469491e-34,2.61155198837253e-33,67.637062288141
"PPP1R14A",-2.05426854698043,6.7669031358885,-13.1241391813527,1.36518904013044e-34,2.64408782961112e-33,67.6238323728404
"SFRP5",-3.80848329109761,3.48112508710801,-13.1203703717321,1.41841538826228e-34,2.74458698595897e-33,67.5858588260992
"CBX4",1.05900073391477,9.58229111498258,13.1136223819813,1.51893163111147e-34,2.93631510232755e-33,67.5178824561688
"GPC3",-3.06426781306569,8.23276149825785,-13.1121753973341,1.54139258697986e-34,2.97693224935997e-33,67.5033085946702
"SEPT10",-1.09022124732599,10.347605923345,-13.103960423313,1.67532582348339e-34,3.22952480339099e-33,67.4205847042727
"ERO1L",1.80654915254239,10.9556094076655,13.0982129839229,1.77586103439803e-34,3.41690975034597e-33,67.3627251849951
"ITIH5",-2.84768291920357,7.97806045296168,-13.0976916781774,1.78527175820931e-34,3.43180048652033e-33,67.3574778709034
"RHBDL1",2.83416160934674,5.70632839721254,13.0970814223342,1.79635135354264e-34,3.44986840862774e-33,67.3513353533438
"PGLYRP1",-1.45653449399376,0.674287456445992,-13.0938328622163,1.85649401119407e-34,3.56203944390788e-33,67.3186396296993
"ADCYAP1R1",-1.51938546980419,0.799274738675958,-13.0851203021234,2.02788178029309e-34,3.88724677398852e-33,67.2309720373068
"SLIT3",-2.72660557511933,8.39613832752613,-13.0786542618917,2.16518365601193e-34,4.14656907256762e-33,67.1659297094881
"RRAS",-1.40337899621525,9.91548432055749,-13.0744299285708,2.25984570829362e-34,4.32382408119925e-33,67.1234462157327
"JUND",-1.37053014316276,11.2482041811847,-13.0735437025871,2.28022207900142e-34,4.35874853648967e-33,67.1145345112014
"AMICA1",-2.15538157314466,8.63157648083623,-13.0716427504546,2.32454865735522e-34,4.43934734283745e-33,67.0954200296945
"NDRG4",-2.52558756952446,6.9730925087108,-13.0599098304104,2.61777674204684e-34,4.99469856080128e-33,66.9774761904285
"ABCC13",-2.73207210465693,1.87502351916376,-13.0538309073439,2.78390370465371e-34,5.30673565984593e-33,66.9163909951792
"NTN4",-1.9580611058088,9.93946742160279,-13.0511778856173,2.8596589362368e-34,5.4460851540762e-33,66.8897364253664
"WIF1",-5.43390631232521,6.72439041811846,-13.0498409710623,2.89860810379825e-34,5.51514591019259e-33,66.8763057251396
"TRIM71",-2.48482828369263,1.40970801393728,-13.0373309409262,3.2896609921061e-34,6.24184289907008e-33,66.7506654816337
"PUS7",1.17256086884977,8.61561428571428,13.036565336576,3.31523139931332e-34,6.28455222787649e-33,66.7429785106236
"LOC100190938",-2.37779765344745,4.13851689895471,-13.0288976191829,3.58250126738731e-34,6.78494013094662e-33,66.6660050685886
"C2CD4A",3.5091522889584,6.81183850174216,13.0283923094324,3.60085001750383e-34,6.81340560915702e-33,66.6609333079191
"HNF4G",3.23336032252759,6.22898432055749,13.0238572766755,3.76977212775892e-34,7.11991000762563e-33,66.6154202521496
"TMEM90A",-3.04508346881688,3.4252637630662,-13.0185956190553,3.97567277913604e-34,7.50188990401314e-33,66.5626256345261
"ADH1B",-4.86668939937473,8.91919268292683,-13.0183579344494,3.98523383108774e-34,7.50815701281309e-33,66.5602410187792
"AWAT2",-2.26718420931384,1.27609965156795,-13.0183312565442,3.98630839939906e-34,7.50815701281309e-33,66.559973369125
"MMRN1",-2.70728425868029,7.17561602787456,-13.0128274436792,4.21428370418677e-34,7.93026988514705e-33,66.5047619898262
"PLK4",1.87321119960509,6.92452282229965,13.0065485510816,4.49025859862025e-34,8.44185064374302e-33,66.4417908811924
"C10orf25",-1.28846927431299,5.69270818815331,-13.0048502179584,4.567949425725e-34,8.58005505124741e-33,66.4247611066272
"EPB41L2",-1.59106939608361,9.72440139372822,-13.002581110011,4.67384366013037e-34,8.77093330369986e-33,66.4020098591891
"SLC27A3",-1.46408429488236,9.24263571428572,-12.999340078846,4.82934883416891e-34,9.05447776853768e-33,66.3695173465116
"DNMT3A",1.16281835774232,9.43489860627178,12.9960412223201,4.99292037434337e-34,9.35261453332749e-33,66.336449631838
"SLC22A18AS",2.75846082935661,5.43732735191638,12.9951443608394,5.03833680724409e-34,9.42908428921798e-33,66.327460286982
"P4HA3",2.38231659371403,6.40874094076655,12.9921580688069,5.19254703395311e-34,9.70883338862088e-33,66.297530771692
"ANXA3",-2.30356149744942,9.8706987804878,-12.991772747218,5.21278418078634e-34,9.73780338776557e-33,66.2936692353578
"WFIKKN2",-2.50698245186772,1.991693728223,-12.9813616255498,5.79033227248887e-34,1.07872524096367e-32,66.1893567809572
"C1orf220",1.86238644396908,3.15245139372822,12.9802015076239,5.85851131788226e-34,1.09043732870465e-32,66.1777359946591
"PROS1",-1.81593424387035,9.79881254355401,-12.9784370493406,5.96374263317687e-34,1.1090184443761e-32,66.1600626744191
"CYP24A1",5.21111020569365,7.81955818815331,12.97450151518,6.20528672256747e-34,1.1528917322562e-32,66.1206479472037
"ZBTB47",-1.14586957051178,8.38842839721254,-12.9700742589147,6.48867288487663e-34,1.20336453772825e-32,66.0763163591376
"TBRG4",1.03899276287643,10.0824956445993,12.9640103780392,6.89784699977625e-34,1.27809385293688e-32,66.0156100818657
"DDX12",1.92501820635183,6.26741149825784,12.959410165834,7.22530932747598e-34,1.33756177180416e-32,65.9695670987989
"ZBTB4",-1.050087487247,11.1356635888502,-12.95754526018,7.36243022878385e-34,1.36171795132372e-32,65.9509040157374
"PTRH2",1.01288889912787,8.72626306620209,12.9551914642447,7.53920327648367e-34,1.39315790518641e-32,65.9273504441779
"BAI3",-2.60473570182658,3.13834930313589,-12.9550908736412,7.54685122154119e-34,1.39331704656691e-32,65.9263439229568
"GATA2",-1.98474394602602,7.89151707317073,-12.9487755971216,8.04279938771064e-34,1.4835460146424e-32,65.863161073873
"APOA1",-2.4805877801547,2.10486010452962,-12.9383433547785,8.93413445873936e-34,1.64647917807827e-32,65.7588258017105
"SLC2A5",2.75036389007737,6.54982369337979,12.9365668593735,9.09543342124554e-34,1.6732011481915e-32,65.7410632376002
"SUV39H2",1.23022580220505,7.40570452961674,12.9301614442522,9.7014761472054e-34,1.78309136349263e-32,65.6770287749798
"ST14",1.39391852887939,12.379575087108,12.9293082958294,9.78517389285364e-34,1.7968660109149e-32,65.668501221835
"XPR1",1.61023363172619,11.3374980836237,12.9158428038625,1.12055765337769e-33,2.05218988615914e-32,65.5339491325481
"ZDHHC19",-1.92290115517526,1.50639303135889,-12.9151004676231,1.12895970138254e-33,2.063895162011e-32,65.5265336715962
"KAT2B",-1.31310426526248,8.80142909407665,-12.9056655534399,1.241375386974e-33,2.26738760627902e-32,65.4323053019996
"FAM65A",-1.2903809642916,10.1437167247387,-12.905046605838,1.2491281017068e-33,2.27951999360361e-32,65.4261250681017
"TENC1",-1.55193753825902,10.5472364111498,-12.9016905111515,1.29201255202055e-33,2.35568540790248e-32,65.3926170643315
"PDE2A",-1.98260034227416,6.66172508710802,-12.8909951594339,1.43870380331712e-33,2.6208153577729e-32,65.2858641691321
"KIF22",1.07787795622841,9.95596358885017,12.881459159424,1.58341870266698e-33,2.88060696174984e-32,65.1907240390297
"MYH10",-1.63257557347377,11.015156445993,-12.8814148826519,1.58412336084538e-33,2.88060696174984e-32,65.190282382408
"LCN6",-1.4924227414843,0.618010104529617,-12.8812698567369,1.58643361382847e-33,2.8822550523804e-32,65.1888357684372
"SLC31A2",-1.52659667270036,8.79126916376307,-12.8797939724776,1.61013600776565e-33,2.92273140932173e-32,65.174114530771
"ARHGAP18",-1.28800753332237,9.94875975609756,-12.8778746380319,1.64148837924685e-33,2.97438273838815e-32,65.1549714770541
"XPO5",1.01210911634031,10.0874329268293,12.8767372320368,1.6603540456331e-33,3.005914334819e-32,65.1436279597034
"SORBS1",-1.84859448741156,8.79098902439024,-12.8724251711862,1.73385811604014e-33,3.13622089183297e-32,65.1006281460456
"GPR120",-2.74764513740335,3.73058170731708,-12.8703478056973,1.77041697238206e-33,3.19952996857427e-32,65.0799155122227
"LDHA",1.26970732927432,13.9133770034843,12.8696480927784,1.78290300262034e-33,3.21926109444113e-32,65.0729393506209
"C2orf40",-3.91888413690969,4.23256358885017,-12.8639504471744,1.88789373518091e-33,3.4058399282306e-32,65.0161413996742
"NCRNA00092",-2.18576922823764,3.40997839721254,-12.861833813322,1.92844635146593e-33,3.47594412603999e-32,64.9950449014311
"ZNF485",1.15493954911964,5.77138048780488,12.8606328675407,1.95183978915768e-33,3.51502376064976e-32,64.9830759198571
"THBS2",2.5838256080303,11.1463712543554,12.8596107902177,1.97197146466193e-33,3.54816600959766e-32,64.9728900791332
"HHIP",-4.70337337172952,5.78582526132404,-12.8529002571072,2.10938144572636e-33,3.78876649875434e-32,64.906025176139
"SLC7A5",2.30724290933028,10.6783059233449,12.8474461162129,2.22805704037524e-33,3.99842753836571e-32,64.8516933508876
"PTGER4",-1.90878339312162,8.07103763066202,-12.8463378454176,2.25297252642753e-33,4.03960925480849e-32,64.8406547841591
"CRIM1",-1.54720481158468,10.6450860627178,-12.8397790408509,2.40620735771898e-33,4.31059660156813e-32,64.7753387211508
"TACC3",1.55015258186607,9.57654006968642,12.8386907737873,2.43261813064693e-33,4.35411074299752e-32,64.7645029592855
"PITX1",4.24628258680274,6.4938637630662,12.8309658966025,2.62857316040262e-33,4.70074973720085e-32,64.6876017342128
"NCAPG2",1.59366112555539,8.84697648083625,12.8252485641474,2.78365340117424e-33,4.97375146441316e-32,64.6307020972662
"ARAP3",-1.36042050353794,8.57126620209058,-12.8170623253792,3.02169188893692e-33,5.39437691129347e-32,64.5492559855994
"PCDH9",-2.86273302945535,4.8141318815331,-12.815011058713,3.08444825559812e-33,5.49685092772825e-32,64.528852132808
"SEPP1",-2.00927451374035,12.3831740418118,-12.8126867851461,3.15712672206223e-33,5.62149276703708e-32,64.5057348764244
"RAB11FIP1",-1.60013517854206,12.189525087108,-12.8079878944172,3.30930733281532e-33,5.88735524633435e-32,64.4590067327461
"BCL9",1.26741995392465,9.86280609756096,12.8014168959038,3.53444300951543e-33,6.28243419786595e-32,64.3936773164933
"MYO1B",-1.02931182162252,11.6582580139373,-12.7991383008644,3.61602166299156e-33,6.42187930287343e-32,64.371027669904
"LOC84740",5.2257015599803,8.52632770034844,12.798001221658,3.65743012053622e-33,6.48980469962045e-32,64.3597257325045
"CASS4",-2.15616139213429,6.53695139372822,-12.7967945950955,3.70188771932216e-33,6.56301855593126e-32,64.3477331413607
"NCF2",-1.88214061872636,9.578524912892,-12.7915496643613,3.90147223054583e-33,6.90493318044017e-32,64.295611362984
