"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GUCA2A",-2.06401106467008,1.16212473867596,-10.5343155244203,7.6938495891237e-24,7.17649850362152e-23,43.0757639595034
"FUT8",1.22683599144316,9.84324111498257,10.5333570223261,7.75978752367966e-24,7.23471561585575e-23,43.0673152068268
"HSPB7",-1.83694976797764,6.2253012195122,-10.5319758617316,7.85578928017199e-24,7.32089668279305e-23,43.0551418271273
"C8orf51",1.43003968734574,5.31242073170731,10.5260068995549,8.2844252649077e-24,7.70635481144336e-23,43.0025445164727
"BEST1",-1.25244213921344,5.59051184668989,-10.5246563013956,8.38458981449171e-24,7.79599768530411e-23,42.9906461057114
"SFTPA2",-4.85319155175255,14.5419963414634,-10.523959575532,8.43673040769943e-24,7.8400256274109e-23,42.9845085390776
"DCST2",2.12463387855852,3.83532613240418,10.5239216284872,8.43957946253194e-24,7.8400256274109e-23,42.9841742655274
"GYLTL1B",2.09284645384237,8.68156707317073,10.518869829266,8.82752307654776e-24,8.19670053195502e-23,42.9396804949288
"DAB2",-1.28545313147936,10.3655651567944,-10.5186704290758,8.84319362991966e-24,8.20753911492996e-23,42.9379245718028
"CYR61",-1.72337862761232,11.6633885017422,-10.5182972590836,8.87259473953638e-24,8.22738798566766e-23,42.9346384878089
"URB1",1.01065953595525,10.0436052264808,10.5176405706448,8.92456942272221e-24,8.27184696381431e-23,42.9288559703054
"IRX1",-3.51648841204545,3.72301672473868,-10.5130013769881,9.30045869970571e-24,8.61246806968689e-23,42.8880121632574
"ALDH2",-1.37205500740498,12.4011919860627,-10.5127860966347,9.31827835096078e-24,8.6250791048343e-23,42.886117114568
"DCN",-1.72289142010862,12.7574951219512,-10.5123977167587,9.35051196187024e-24,8.65101444692186e-23,42.8826983887799
"CETP",-1.75063910482147,4.27433344947735,-10.5061174529477,9.88738085195457e-24,9.13948351601203e-23,42.8274280249621
"CASKIN1",2.44991676814219,3.17700452961673,10.5036130175366,1.01099110532359e-23,9.33257526631891e-23,42.8053936090968
"PIK3IP1",-1.14891544182986,10.0774566202091,-10.5030897902839,1.01570263867076e-23,9.37185400984751e-23,42.8007906221724
"C8orf77",1.58561208491033,2.89697003484321,10.5015610416139,1.0295939189417e-23,9.49576062707684e-23,42.7873426504568
"SCARF1",-1.39758299818991,8.38005574912892,-10.5001312106739,1.04275702411596e-23,9.61284315451305e-23,42.7747660283706
"SRRM3",1.89528576929408,5.79629111498258,10.4999495483762,1.04444133648195e-23,9.62404876031168e-23,42.7731682314368
"FAM180B",-1.1876626032582,0.784061672473867,-10.4996041898173,1.04765083890218e-23,9.64929193479661e-23,42.7701307080413
"FAT4",-1.80769821293403,8.05148675958189,-10.4979118650086,1.063520152507e-23,9.79106221119672e-23,42.7552472234716
"ST6GALNAC2",-2.13043932203392,7.69310243902439,-10.4892792309318,1.14826063537891e-23,1.05558306460923e-22,42.6793510814602
"C17orf87",-1.86168418298504,5.38427020905923,-10.4855736505693,1.18666131606372e-23,1.09002938786525e-22,42.646785432323
"TTC7B",-1.09841264768801,8.07263954703832,-10.481825371928,1.22680155253007e-23,1.12539034287052e-22,42.6138524663281
"NET1",1.16168320882015,11.5059987804878,10.4802150624016,1.24445763687952e-23,1.14107705605791e-22,42.5997064825374
"MAP3K8",-1.20462595359553,8.33812160278746,-10.4744196172003,1.3101147895682e-23,1.19806933763185e-22,42.5488077897633
"ENTPD7",1.01985159124569,8.65715923344948,10.4731247068161,1.32524869313085e-23,1.21136935307108e-22,42.537437803423
"MYOM2",-1.91430380450882,4.39841515679442,-10.4713646195976,1.34609788448495e-23,1.2298793755441e-22,42.5219848503585
"LRRC70",-1.20811117985849,4.77910139372822,-10.4703798191777,1.35790513008431e-23,1.24011531675404e-22,42.5133394136177
"EMP1",-1.49442535461578,11.2755167247387,-10.4701429772938,1.36076004568568e-23,1.24153399486201e-22,42.5112602912824
"COL5A2",1.84798253414516,11.3094771777003,10.4701004932585,1.36127278248143e-23,1.24153399486201e-22,42.5108873475003
"FAM72D",2.02651342109595,5.53178275261324,10.4649896381202,1.42437581832536e-23,1.29735738909582e-22,42.4660294716497
"LPXN",-1.20919368767485,8.9074369337979,-10.4648995318019,1.42551401300988e-23,1.29781830097973e-22,42.4652387434891
"PRR11",2.23375398716474,5.85911480836237,10.4612729831713,1.47208076858822e-23,1.33902606021782e-22,42.4334177926435
"FANCB",1.47855823597171,4.01877421602787,10.4463977360699,1.67942010773219e-23,1.52492237115178e-22,42.3029740808749
"NELF",1.10573687016621,9.82701149825783,10.4448924628126,1.70195234565299e-23,1.54469857012625e-22,42.2897810915573
"ABCA10",-1.92456156985357,3.56545243902439,-10.441965172387,1.74663344715234e-23,1.58315164106126e-22,42.2641285098966
"?|729884",4.27599469475074,5.10003031358885,10.4379866670948,1.80923232671124e-23,1.63916768170263e-22,42.2292717003652
"DHCR24",-1.14242937633702,13.6904149825784,-10.4369295218026,1.82623701529595e-23,1.65384410780882e-22,42.2200112695893
"OR2A9P",-1.09344914266909,6.91183693379791,-10.4291333307723,1.95663986039055e-23,1.77037533423614e-22,42.151737521395
"ROBO2",-2.65702212275796,6.09361184668989,-10.4289949715237,1.9590357112511e-23,1.77176225339142e-22,42.1505261783133
"TRPM1",-1.02981849596842,0.453313588850174,-10.4284612721828,1.96830465090577e-23,1.77936127182278e-22,42.1458537126507
"GIPC3",-1.27217608030279,6.62478257839721,-10.4257400945941,2.01624552059752e-23,1.8210963721015e-22,42.1220326989308
"ARHGEF19",1.37612500575943,9.18341898954703,10.4249161755166,2.03098841080198e-23,1.83279965159405e-22,42.114820998283
"CXCL16",-1.11928241237454,11.4849318815331,-10.4180389013537,2.15829700959366e-23,1.9459744227913e-22,42.0546398720161
"CD33",-1.70475126213593,6.67747578397212,-10.4063834534021,2.39239717639886e-23,2.15420675576617e-22,41.9527080091808
"TNFSF11",2.72489810761891,4.0665331010453,10.4036278120571,2.45133035414451e-23,2.20630478608447e-22,41.9286201100263
"SNHG3",1.43227828204707,6.00759024390244,10.3980588235583,2.57486582290883e-23,2.31546190732888e-22,41.8799531582949
"ARRDC4",-1.38775907849269,8.81056480836236,-10.3979227500559,2.57796041344124e-23,2.31722974115362e-22,41.8787642449651
"KCNMB2",-2.18342882014154,3.01986637630662,-10.396050927469,2.62090612191695e-23,2.3548009926895e-22,41.8624106690911
"TCTEX1D1",-1.98956436728651,3.95627857142857,-10.3930651655712,2.69088383665009e-23,2.41661614901252e-22,41.8363290804517
"PROK2",-1.86813412868193,1.9939256097561,-10.3898052491702,2.76940636220061e-23,2.48387560576577e-22,41.807858498452
"MATN3",-2.0621533585651,7.15758641114983,-10.3869945957224,2.83893068317079e-23,2.54511995307845e-22,41.7833164592564
"IGFL2",3.00805774888928,3.72291968641115,10.3851944226853,2.8843671896201e-23,2.584725377691e-22,41.7676001039308
"SCGB1A1",-5.79075762053649,8.06837996515679,-10.3824304247104,2.9555396648901e-23,2.64619403925834e-22,41.743472722652
"SLC17A9",2.06541714332732,7.8985012195122,10.3813036691671,2.98505118215193e-23,2.6714516464507e-22,41.7336383504813
"NAP1L5",-1.10423169656081,6.26433048780489,-10.3792184805539,3.04043929277841e-23,2.71983523663358e-22,41.7154406537293
"SERTAD1",-1.1116287148264,9.06810226480838,-10.3766284737823,3.11065926002928e-23,2.78143878956451e-22,41.6928408218792
"DSCC1",1.56390185288795,6.71115574912892,10.3712269544317,3.26232635829761e-23,2.91451523654699e-22,41.6457207389646
"LIMK1",1.07297849925952,10.7197914634146,10.370552333638,3.28177719923768e-23,2.93061704655718e-22,41.639836870458
"RPL39L",1.95846657232189,7.51132857142858,10.3639556583686,3.47814622285599e-23,3.10327431356947e-22,41.5823161510288
"SGOL2",1.31100830014811,7.34613275261324,10.3606680738994,3.5803218505566e-23,3.19304985195165e-22,41.5536588942688
"MYEOV",3.98996008885967,5.75643885017421,10.3583309419025,3.6547647583157e-23,3.25802520574126e-22,41.533290332989
"DNMT3B",1.73521736712195,6.21957404181184,10.3572669018952,3.68916388083133e-23,3.28726278096646e-22,41.5240180575349
"AKAP13",-1.13222913937799,11.9239243902439,-10.3571111401127,3.69422636576922e-23,3.2903456524617e-22,41.5226607702197
"NEDD4L",-1.26281279249631,10.9926580139373,-10.3564102603623,3.71709144303197e-23,3.30784080301025e-22,41.516553570631
"PEG3",-1.87382428830016,5.48927456445994,-10.3466672095415,4.04988103899508e-23,3.59930985846619e-22,41.4316856116923
"SULT1A1",-1.55766557182822,9.03790731707317,-10.325065869957,4.89690307843565e-23,4.33894778594233e-22,41.2437197235241
"SIX1",2.58197644561464,8.06921724738676,10.3213125284137,5.06105369839575e-23,4.47859622534762e-22,41.2110871525351
"CLDN11",-2.03589572815536,6.08056881533101,-10.3185180013829,5.18680751955569e-23,4.58789997313565e-22,41.1867960584268
"OVOL1",2.10065950962647,6.49881602787457,10.318434111938,5.19063011527432e-23,4.58930388744969e-22,41.1860669291295
"GSDMB",1.86562361362516,7.80338972125436,10.3177204462079,5.22326305886207e-23,4.61616834259313e-22,41.1798642322117
"MNDA",-1.78409296363338,8.34162839721255,-10.3137322800805,5.40940953697792e-23,4.7786221081823e-22,41.1452072227796
"C10orf72",-1.5166540332401,8.36133728222996,-10.3079815009683,5.68947539115976e-23,5.01955005502836e-22,41.0952493593028
"FHDC1",-1.29497704788548,8.85010662020906,-10.3065181072551,5.7630113320754e-23,5.08006108404929e-22,41.082539694995
"MRPL36",1.01927980911635,8.42909198606271,10.3032576038937,5.93026250411452e-23,5.2252484639258e-22,41.0542264772836
"TPPP",-2.23777714661842,8.29787386759582,-10.3030520816506,5.94096496027792e-23,5.23243288865319e-22,41.0524419907923
"FAM105A",-1.77498106631563,9.38560540069686,-10.296655615287,6.2838141831799e-23,5.53201994771369e-22,40.9969156575973
"USP12",-1.00756378147113,8.0725231707317,-10.2963337655304,6.30157490454538e-23,5.54527787356694e-22,40.9941223756723
"REPS2",-1.40896567714334,8.54851933797909,-10.2929225665042,6.49290604876107e-23,5.71119799404733e-22,40.9645208184524
"ITIH3",-1.85499261806814,4.0821587108014,-10.2926949218777,6.50587774791889e-23,5.72015718050428e-22,40.9625456134972
"SGK1",-1.37000676320554,10.8617263066202,-10.2858163460274,6.91020127164997e-23,6.07045066782088e-22,40.9028764086506
"SEMA3B",-2.34259178871155,8.91498031358885,-10.2843788214107,6.99779902968479e-23,6.14477391272151e-22,40.8904098565623
"EPHB2",1.9206305051835,8.84520191637631,10.2799458202745,7.27493055653877e-23,6.38266343272398e-22,40.8519733704555
"FAM134B",-2.07806142175417,7.52339146341464,-10.2795484350733,7.30029900372985e-23,6.39945083461032e-22,40.8485283852053
"THRA",-1.01427973342111,9.11826533101045,-10.2760891718323,7.52487470577606e-23,6.59068590911188e-22,40.8185434406744
"SFTA1P",-3.1798020766826,7.20450609756097,-10.2745709232633,7.62559211234356e-23,6.67320571468087e-22,40.8053854320114
"GRM3",-1.33383558663816,1.29866428571429,-10.2631803316308,8.4251321798703e-23,7.36033887883988e-22,40.7067107420737
"PION",-1.18237691953267,9.16440574912891,-10.25887307848,8.74869004820671e-23,7.63650538646615e-22,40.6694174034528
"SBK1",2.10028870495312,8.59829181184669,10.253741473571,9.15030584797507e-23,7.97350505343498e-22,40.6250006864777
"CDKL1",-1.6806351225934,4.75188257839722,-10.2375831944852,1.05383004627687e-22,9.17131447650023e-22,40.4852424246631
"KLHL17",1.37460499917724,7.06529250871079,10.2371337192357,1.05797596905246e-22,9.20349434095216e-22,40.4813569387711
"P2RX6",-1.81987493829194,2.48301080139373,-10.2347400401384,1.08032924566901e-22,9.39396840897281e-22,40.4606667778232
"KANK4",-2.4286369063683,5.45997108013937,-10.2308488350925,1.11767161400856e-22,9.71456318187793e-22,40.4270396297335
"RGS13",-2.11917063353631,3.8602925087108,-10.2287765506762,1.13807841774725e-22,9.8835659544632e-22,40.4091348937348
"SPDEF",2.65199355932206,8.63138832752613,10.2266819954584,1.15908027374243e-22,1.00574463313322e-21,40.3910402804044
"KREMEN2",2.25719270034558,3.45903414634146,10.2186656641468,1.24307300308021e-22,1.07589750224439e-21,40.3218117884883
"TRPM8",3.75494721079483,4.22583658536585,10.2181639491588,1.24852624928834e-22,1.08016198474039e-21,40.3174802589334
"SLC29A4",2.46254679940763,7.93240923344948,10.2180949861823,1.24927767610977e-22,1.08035681089021e-21,40.3168848822449
"SLC22A10",-1.06420342932369,0.569910452961673,-10.2146415606072,1.28748610858142e-22,1.11293009722849e-21,40.2870740430194
"PPARG",-2.07786963962484,8.06531777003483,-10.2069715813851,1.37654434658131e-22,1.18841276010573e-21,40.2208897649492
"MS4A14",-1.74582455487906,5.35212770034843,-10.2037803398221,1.41537560792688e-22,1.22142333882887e-21,40.1933626568004
"ARMCX1",-1.23208961329604,7.90651306620209,-10.2031095718365,1.42367479676635e-22,1.2280690578829e-21,40.1875774831514
"ETV5",-1.30372126378148,9.85584425087108,-10.2012442239476,1.44700887620562e-22,1.24767292013866e-21,40.1714907974119
"C15orf48",2.58223793648184,8.98370609756098,10.2001181730445,1.46127821773558e-22,1.25891908561106e-21,40.1617807642351
"FBXO16",1.48446842850092,5.4013362369338,10.1992135608946,1.47284256484278e-22,1.26834974229121e-21,40.1539807535116
"RGS22",-2.75692641105811,3.81886968641115,-10.1971253254894,1.49988605391053e-22,1.29109688414185e-21,40.1359767889391
"VASH1",-1.16865453677803,9.36651933797908,-10.1970033942709,1.50148025137645e-22,1.29192747530422e-21,40.1349256235717
"MACF1",-1.07579168668752,12.4224912891986,-10.1964884750659,1.50823116120416e-22,1.29719253202854e-21,40.1304866165155
"AADAC",-3.41047819647856,4.65435923344948,-10.1963663337582,1.50983692438472e-22,1.29802981815822e-21,40.1294336854911
"PCDH10",-2.16197966759917,2.88356167247387,-10.1938584247469,1.5431854500283e-22,1.32558984473142e-21,40.1078159415878
"PPAPDC1A",2.87098866545996,3.82789721254355,10.1921634486331,1.56613706290039e-22,1.34474253037829e-21,40.0932076237395
"EYA4",-2.63286221819979,4.57872909407666,-10.1880669475278,1.62301591791019e-22,1.39241608001238e-21,40.0579084711792
"SYNC",-1.83518145137405,7.20667421602787,-10.1866990952969,1.64246103400342e-22,1.40850981738054e-21,40.0461240094284
"PCDH11X",-1.70540141846308,1.41802804878049,-10.1839292095369,1.68254807263763e-22,1.44228442301672e-21,40.0222639599686
"C1orf31",1.07914880368604,8.61885296167248,10.1815490087062,1.71777005518891e-22,1.47124819495321e-21,40.0017642827045
"CENPO",1.04263841369098,6.89855470383275,10.1800765060944,1.73992535109181e-22,1.48960247947936e-21,39.9890838937986
"SLC9A7",1.50025013328947,6.0401381533101,10.1763066763855,1.79794700611111e-22,1.5386349326995e-21,39.9566259691797
"FLJ11235",-1.26247070923154,3.87256324041812,-10.1741011719908,1.83277809108178e-22,1.56778892541287e-21,39.9376406202613
"C4orf31",-2.64251440513413,9.89770801393728,-10.1711429371514,1.88055044321409e-22,1.6079841982168e-21,39.912180121487
"PRCD",-1.17056957380287,3.23928588850174,-10.1695190036157,1.90729849406696e-22,1.62949804757364e-21,39.8982056725411
"CASP5",-1.80566701662006,2.51508205574913,-10.1690442415114,1.91518945195327e-22,1.63555904528289e-21,39.8941204904808
"IL1A",-2.52965706104988,3.81201080139373,-10.168121991465,1.93061075546881e-22,1.64804319375363e-21,39.8861851901255
"PLP1",-1.93377584005268,1.45922595818815,-10.1679317491056,1.9338071704867e-22,1.65008566957988e-21,39.8845483531277
"ZMYND15",-1.44351848609513,6.60418083623693,-10.1619546585374,2.03695226962414e-22,1.7361094484681e-21,39.8331325431868
"PTGDS",-2.16152188250784,9.85711986062718,-10.161942976603,2.03715911415473e-22,1.7361094484681e-21,39.8330320740083
"FBXL6",1.08829420437717,8.78256341463415,10.160378191148,2.0650549917678e-22,1.75915265481298e-21,39.8195750348557
"MCM7",1.0902347013329,11.0101891986063,10.1542283845187,2.17841002804545e-22,1.85494640712456e-21,39.7667010857878
"THY1",1.61133061049862,10.6926975609756,10.1450632678593,2.35889765899415e-22,2.00530720244927e-21,39.6879437704781
"RILP",-1.10295356261314,8.05494843205574,-10.1441782846131,2.37709209203682e-22,2.01993794079122e-21,39.6803415827088
"IGFBP3",1.95570905051837,12.0710155052265,10.1418160717477,2.4263417729187e-22,2.06093490269015e-21,39.6600519454532
"ARHGAP30",-1.31727136086886,9.5919869337979,-10.1395375730086,2.47480505892894e-22,2.10036163124478e-21,39.6404844605491
"CADM1",-1.95380000658221,10.5941634146341,-10.1393679635547,2.47845079932142e-22,2.10258656653177e-21,39.6390279962589
"ZC3H12C",-1.18367476057266,8.17981080139373,-10.1371280051704,2.52710141214393e-22,2.14297364689446e-21,39.6197946934097
"PKDCC",-1.7940355372717,7.658587456446,-10.1303185620553,2.68089370780579e-22,2.27245036421358e-21,39.5613438539756
"HRCT1",-1.91097124568045,4.6628594076655,-10.125512821094,2.79498736083722e-22,2.36720670453746e-21,39.5201088162261
"ATP6V1C2",1.86223205529045,7.13672473867596,10.119454085509,2.94571724906787e-22,2.49281018645356e-21,39.4681420194198
"FRAS1",-2.32738360046078,7.71463885017421,-10.112669908042,3.12408306800695e-22,2.6404868417531e-21,39.4099786781612
"PLAGL1",-1.51535410235315,8.07199512195122,-10.1064492296813,3.29703235089547e-22,2.78322673371233e-21,39.3566703012492
"SEC61A2",1.04333730129999,6.67758344947736,10.1050799429678,3.33635926412527e-22,2.81526739385498e-21,39.3449392067312
"SIGLEC5",-1.70734453513248,5.7624405923345,-10.09826702811,3.53905829764228e-22,2.98140610794403e-21,39.286587364434
"CCDC81",-2.0794635675498,3.4686893728223,-10.0962124207333,3.60255184017604e-22,3.03365009347063e-21,39.2689952688455
"INCENP",1.12741708408755,8.55015139372822,10.0930583083564,3.70222938422807e-22,3.11503152697551e-21,39.2419937749288
"IL6",-2.46081795951952,6.62526393728222,-10.0914806161353,3.75311015834545e-22,3.15525600126257e-21,39.2284897903121
"PLEKHH2",-1.72969414513742,8.34522891986063,-10.0884224272787,3.8537212149112e-22,3.23586488924854e-21,39.2023179428357
"PRIMA1",-2.49926198124077,3.00365452961673,-10.0845622373443,3.98454603038466e-22,3.34298038429902e-21,39.169290505496
"IL23A",1.87066561461249,4.55427787456446,10.082978355149,4.0394913956953e-22,3.38631108018067e-21,39.1557415037445
"C1orf186",-2.11476601612639,4.17508675958188,-10.0787030056019,4.19158645913601e-22,3.50951345864854e-21,39.119176301023
"LRCH2",-1.98600362678955,6.00497839721254,-10.0777581386611,4.22595914337389e-22,3.53685043674953e-21,39.1110967259917
"SLC26A6",1.15254841533652,7.9974080139373,10.0734980374741,4.38444028573255e-22,3.66649935096086e-21,39.0746750878404
"KRT8",1.23833241072899,14.1972405923345,10.0642362405828,4.74962523082969e-22,3.96865307240266e-21,38.9955286774422
"MAGI2",-1.18405329932534,7.06129320557492,-10.0641245134145,4.75420986897588e-22,3.97086772213486e-21,38.9945742267256
"PAK7",-1.64068748066481,1.14963257839721,-10.0630735678818,4.79755007377798e-22,4.00380906563666e-21,38.9855966857763
"EFHA2",-1.43240771104165,5.60460888501742,-10.0620373238929,4.84066776814444e-22,4.03815153514853e-21,38.9767453719968
"CES4",-2.85521589271025,4.29069668989547,-10.0588749865124,4.97464260045684e-22,4.14654537504584e-21,38.9497374865268
"LPA",-1.30661886786243,0.586571602787456,-10.0569422345527,5.05832973743813e-22,4.21288071032879e-21,38.9332337750846
"PIK3R5",-1.43045390159619,8.03273135888501,-10.0554301279143,5.1247757428575e-22,4.2647606810241e-21,38.9203234874343
"RD3",-1.39876406779662,1.27225540069686,-10.0508320601477,5.33219387482468e-22,4.43377643783518e-21,38.8810737648277
"WNT9A",-1.64152446601943,4.58900365853659,-10.0504706489369,5.34884579276457e-22,4.44582202937072e-21,38.8779892425161
"LRRC4B",-1.61698941583019,4.8785574912892,-10.0476733884765,5.47948584120607e-22,4.55256350950872e-21,38.8541181958474
"ARHGEF37",-1.72648280072405,7.15844407665505,-10.0464824525738,5.53606218543513e-22,4.5977086030333e-21,38.8439564893163
"GPR115",3.33583135428669,4.96062770034843,10.0448318556449,5.61543452730548e-22,4.66174164357386e-21,38.8298741008413
"TNFRSF25",1.88656608194835,6.82279651567944,10.0396593562097,5.87155026918641e-22,4.86845424177694e-21,38.7857544051684
"COL5A1",1.81143622181999,11.9763466898955,10.0384299274513,5.93411029691736e-22,4.91834010479263e-21,38.7752701274724
"ARHGAP39",1.25253643574133,8.20208292682927,10.0325564542168,6.24223152171886e-22,5.16954470112498e-21,38.7251949436791
"ART1",-1.08299133783118,0.676255400696864,-10.0286892762105,6.45371564334037e-22,5.33607660724035e-21,38.6922359397743
"TMEM178",-2.03693370413035,5.18347142857143,-10.0286231910816,6.45739073133371e-22,5.33696585001132e-21,38.6916727898841
"LILRA6",-1.72318009215074,7.06606324041811,-10.0279592713939,6.49442765218614e-22,5.36541648689664e-21,38.6860152876297
"TPSAB1",-2.24714045088039,8.68009163763066,-10.0208899627462,6.90209927064774e-22,5.69534156054655e-21,38.6257914020601
"LOC642846",1.45111678459767,6.87387543554007,10.020369946895,6.9330708617854e-22,5.71859963007048e-21,38.6213625296226
"KPNA7",2.22926644067799,5.0863393728223,10.0188685040836,7.02327108005312e-22,5.78834826469252e-21,38.6085759415192
"MESP1",1.97565609346718,5.65861393728223,10.0180615535082,7.07222920233343e-22,5.82635896965912e-21,38.6017043435639
"PACRG",-2.60739267730791,3.20033153310104,-10.0174476589835,7.10970113823551e-22,5.85488023938929e-21,38.5964769767804
"PTGFRN",1.08067394108936,10.6558179442509,10.0162841896194,7.18126017430067e-22,5.90906899312195e-21,38.5865705473071
"OSTBETA",-2.66927484943231,2.87521515679443,-10.0141590642221,7.31381512158236e-22,6.01573014607716e-21,38.5684781228805
"FCN1",-2.11287991443148,7.06001289198606,-10.0078720905878,7.72034578637299e-22,6.33741299457167e-21,38.5149692388603
"CPAMD8",-2.63649737041306,8.37210487804877,-10.0041682370869,7.97025768240648e-22,6.53733081181802e-21,38.4834565124548
"NRXN1",-2.14359913444136,1.81193257839721,-10.0023706708499,8.09442202785509e-22,6.63652093577736e-21,38.4681656041517
"C1orf21",-1.4786759453678,9.42974390243901,-10.0003808594248,8.23410409966184e-22,6.742965981893e-21,38.4512416208156
"FUT3",1.92583070923155,8.82711167247387,9.99664723773928,8.50268336921537e-22,6.95735709724956e-21,38.4194923520309
"C2orf48",1.86404517360541,2.5169362369338,9.98591157360036,9.32434368894167e-22,7.61450978257647e-21,38.3282468315852
"PDPN",-1.77453431298339,8.89834860627177,-9.98484503235314,9.41015278681378e-22,7.68152829873904e-21,38.3191857502473
"C13orf38",2.03252504854371,2.93570696864112,9.98390183084894,9.4866909706629e-22,7.74092868154647e-21,38.3111731008388
"ATOH8",-2.6862294289946,8.65049651567944,-9.98334817970328,9.53190553299901e-22,7.77473264173499e-21,38.3064699925594
"SLC2A9",-1.35157355603095,5.77564616724739,-9.98153457910258,9.68151767764458e-22,7.89049455823911e-21,38.2910652575313
"LY86",-1.64604194832978,7.44778780487804,-9.98131573557377,9.69972785675016e-22,7.9021989245667e-21,38.289206532227
"ECM2",-1.52390574625639,7.65128519163763,-9.97617290241188,1.01375863965322e-21,8.24582601904933e-21,38.2455346491382
"DISP1",-1.14687478031925,8.19674006968641,-9.9750992519751,1.0231441202872e-21,8.3188708077213e-21,38.236419427093
"UBE2S",1.48253121935167,8.21488797909407,9.97499562418638,1.02405454707278e-21,8.32297697996994e-21,38.2355396704492
"RHPN1",1.62020032910977,8.68609965156794,9.9741218055853,1.03176354965697e-21,8.3789974978076e-21,38.2281215711201
"CLEC4E",-2.10354335362845,5.67517282229965,-9.97206641356422,1.05012433734595e-21,8.51799788451694e-21,38.2106745547234
"PCSK9",-3.19550336350177,6.69950853658536,-9.97128371119705,1.05720110352468e-21,8.56862955205751e-21,38.2040313187439
"ABCB9",1.16755772914268,7.1718118466899,9.96916316022194,1.07661256001937e-21,8.72251612359814e-21,38.1860348511592
"TBC1D2",-1.26758480171138,9.98530871080139,-9.96337640511319,1.13140172205606e-21,9.15917876727558e-21,38.1369381345596
"DTX2",1.14581660029621,9.78960034843207,9.96316566783385,1.13344834553431e-21,9.17213028530525e-21,38.1351505494246
"NPY5R",-1.53422868520653,0.922772473867596,-9.95919229167968,1.17273142633102e-21,9.48627903174778e-21,38.1014512521845
"JPH2",-1.77173644232353,5.33662160278746,-9.95598196006075,1.20545461437916e-21,9.73946605006065e-21,38.0742304587163
"TMEM63C",3.19197863419453,6.23312055749129,9.95537517468057,1.21174063872529e-21,9.78640256216763e-21,38.0690861459138
"CERCAM",1.34634739509628,9.85296655052267,9.95513939838519,1.21419193783953e-21,9.80234387882244e-21,38.0670872993578
"RACGAP1",1.27148961329604,9.14513710801394,9.95340132772477,1.23241458980382e-21,9.94554698454104e-21,38.0523534434119
"ACOT11",1.38996361033406,7.34334024390244,9.95204528827136,1.24682003916161e-21,1.00538945027446e-20,38.0408593752201
"KIF20B",1.17479382590095,7.83641602787457,9.95171250303495,1.25038072516141e-21,1.00786479338688e-20,38.038038787973
"THSD4",-1.43580196807637,8.61052961672474,-9.94208153393114,1.35791522752545e-21,1.09325488710186e-20,37.9564383962708
"TMEM232",-2.62390510778347,3.4257350174216,-9.93949198636514,1.38836152037431e-21,1.11689114472119e-20,37.934507415559
"ATF3",-1.79662724370579,9.75947909407665,-9.93935636533784,1.38997459666289e-21,1.11775082136659e-20,37.933358946719
"PLA2G3",-2.99890491031762,4.0716618466899,-9.93455740759731,1.44826595065585e-21,1.16416992822884e-20,37.8927274257622
"TMSB15A",-1.99530019746587,3.02891027874564,-9.93182022449689,1.48259287051574e-21,1.19129673705238e-20,37.8695586103212
"TMEM146",-2.59090627941422,1.89497926829268,-9.93092523633158,1.49399102888864e-21,1.19951645768806e-20,37.8619839832862
"ONECUT2",3.08327515879548,4.44697857142857,9.92816312560308,1.52971892475275e-21,1.22724226358632e-20,37.8386102210066
"TEF",-1.25010543360212,9.19507108013938,-9.9215710767222,1.61844862750472e-21,1.29690672609961e-20,37.7828449837277
"HCK",-1.60136880039494,9.27138606271778,-9.92138820942221,1.62098147164611e-21,1.29842955961353e-20,37.7812983960767
"SDF2L1",1.04423324666777,9.21425679442509,9.91704725749207,1.68227479815852e-21,1.34700084267529e-20,37.7445910028693
"PRELP",-1.85225985519172,10.4421088850174,-9.91401732535924,1.72641361968666e-21,1.381803961488e-20,37.7189764078537
"OR51E1",2.23240610827713,2.9652393728223,9.91353353992467,1.73356677534452e-21,1.38698853849661e-20,37.7148870696964
"FAM49A",-1.42476207668259,6.69655,-9.910297394008,1.78217765967472e-21,1.42421593433717e-20,37.6875362236972
"SMPDL3B",1.61949309198619,9.86656341463415,9.90765715670322,1.82283685477368e-21,1.45557528698964e-20,37.6652264760833
"LOC150622",-2.60136610498604,2.19130644599303,-9.90605110847384,1.84801838955836e-21,1.47510954656427e-20,37.6516575801918
"MAP6",-1.79955861115684,6.7321456445993,-9.90005065465855,1.94519109010682e-21,1.55026293012007e-20,37.6009757663846
"KCNMB3",1.12745850255061,5.97345296167247,9.8988209971936,1.96572149333247e-21,1.56601716174294e-20,37.5905923541503
"HIST1H4J",1.54581685700182,4.24043135888502,9.89160017253821,2.09069067857465e-21,1.66428381663969e-20,37.5296370340863
"EPHX4",2.33397546815865,5.22894494773519,9.89127849430731,2.09643759851635e-21,1.66821177897445e-20,37.5269222869661
"EGR1",-1.80503077834459,11.8225630662021,-9.89116469308534,2.09847445601916e-21,1.66918560953403e-20,37.5259618964321
"LOC100287718",-2.8070112061873,2.06369738675958,-9.88736640187991,2.16759544270182e-21,1.72349862272147e-20,37.4939118675588
"EVI2B",-1.43951877242061,9.25619146341463,-9.88495521175988,2.21264094463531e-21,1.7579535059351e-20,37.473570735741
